episode_id,scene_id,distance_to_goal_1,success_1,spl_1,num_steps_1,distance_to_goal_2,success_2,spl_2,num_steps_2
131,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,11.105195999145508,0.0,0.0,500.0,0.160904660820961,1.0,0.9166498481177878,125.0
818,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,15.658777236938477,0.0,0.0,500.0,0.04866863042116165,1.0,0.6958980524860252,287.0
913,data/scene_datasets/mp3d/wc2JMjhGNzB/wc2JMjhGNzB.glb,0.2240230292081833,0.0,0.0,71.0,0.06495635956525803,1.0,0.9296650663969231,76.0
762,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,2.595531463623047,0.0,0.0,500.0,0.055164922028779984,1.0,0.3936063271789366,440.0
662,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,16.882539749145508,0.0,0.0,500.0,0.09956122934818268,1.0,0.8529448574739104,168.0
516,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,20.320560455322266,0.0,0.0,500.0,0.10468937456607819,1.0,0.5051051241467297,383.0
150,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,7.111372470855713,0.0,0.0,500.0,0.13971103727817535,1.0,0.8930883910107039,76.0
426,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,7.681631565093994,0.0,0.0,500.0,0.1513078659772873,1.0,0.9615710564811587,76.0
659,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,5.149889945983887,0.0,0.0,500.0,0.08519502729177475,1.0,0.8313576656248711,115.0
815,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,13.149740219116211,0.0,0.0,500.0,0.059520673006772995,1.0,0.20868561120473653,477.0
113,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,7.567731857299805,0.0,0.0,500.0,0.0947161614894867,1.0,0.6725536520991143,199.0
656,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,0.4345996081829071,0.0,0.0,500.0,0.043830763548612595,1.0,0.6016276080582386,284.0
998,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,7.989241123199463,0.0,0.0,500.0,0.05024673044681549,1.0,0.5248012016630511,126.0
878,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,4.287275314331055,0.0,0.0,500.0,0.12747089564800262,1.0,0.27318062229738277,456.0
821,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,17.692623138427734,0.0,0.0,500.0,0.18147745728492737,1.0,0.9112229300687348,133.0
154,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,4.248907566070557,0.0,0.0,500.0,0.0664513036608696,1.0,0.3897746648295925,250.0
965,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,9.351455688476562,0.0,0.0,500.0,0.11553414911031723,1.0,0.4149719790665724,311.0
603,data/scene_datasets/mp3d/gYvKGZ5eRqb/gYvKGZ5eRqb.glb,4.1816935539245605,0.0,0.0,500.0,0.15538278222084045,1.0,0.9006514508776289,133.0
178,data/scene_datasets/mp3d/RPmz2sHmrrY/RPmz2sHmrrY.glb,2.57279896736145,0.0,0.0,500.0,0.12660343945026398,1.0,0.9782284240513063,112.0
997,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,5.6195526123046875,0.0,0.0,500.0,0.06697174906730652,1.0,0.435258435977098,119.0
971,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,2.4400250911712646,0.0,0.0,500.0,0.06312769651412964,1.0,1.0,56.0
558,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,11.279705047607422,0.0,0.0,500.0,0.10873964428901672,1.0,0.7475474127306304,121.0
957,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,8.601943969726562,0.0,0.0,500.0,0.09777729213237762,1.0,0.2528267061605758,419.0
640,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,9.63315486907959,0.0,0.0,500.0,0.1700824648141861,1.0,1.0,71.0
972,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,2.1993775367736816,0.0,0.0,500.0,0.0993184894323349,1.0,1.0,57.0
627,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,9.119948387145996,0.0,0.0,500.0,0.09791165590286255,1.0,0.6098966209221587,303.0
635,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,18.477313995361328,0.0,0.0,500.0,0.08477412164211273,1.0,1.0,119.0
648,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,10.282537460327148,0.0,0.0,500.0,0.028173284605145454,1.0,0.6195476214268028,222.0
745,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,7.110053539276123,0.0,0.0,500.0,0.07187788188457489,1.0,0.6161941388719437,385.0
554,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,11.265876770019531,0.0,0.0,500.0,0.05677812919020653,1.0,0.5273825249145584,269.0
273,data/scene_datasets/mp3d/UwV83HsGsw3/UwV83HsGsw3.glb,0.20054984092712402,0.0,0.0,21.0,0.07472191751003265,1.0,0.9268464189265702,24.0
419,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,7.660795211791992,0.0,0.0,500.0,0.0978192389011383,1.0,0.29378191025248723,468.0
634,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,18.64140510559082,0.0,0.0,500.0,0.0884474366903305,1.0,0.5349284093578046,349.0
1,data/scene_datasets/mp3d/2t7WUuJeko7/2t7WUuJeko7.glb,0.21339160203933716,0.0,0.0,33.0,0.08460258692502975,1.0,0.9399125299014519,32.0
779,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,13.050698280334473,0.0,0.0,500.0,0.12573584914207458,1.0,0.32889604024415436,439.0
887,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,13.657344818115234,0.0,0.0,500.0,0.08079682290554047,1.0,0.8352456339470011,117.0
291,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,14.66559886932373,0.0,0.0,500.0,0.163962721824646,1.0,0.688742705994774,447.0
545,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,20.632801055908203,0.0,0.0,500.0,0.1302981674671173,1.0,0.7924162361632069,302.0
850,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,10.461222648620605,0.0,0.0,500.0,0.039216283708810806,1.0,1.0,80.0
644,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,16.909040451049805,0.0,0.0,500.0,0.11590523272752762,1.0,1.0,56.0
857,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,9.95571231842041,0.0,0.0,500.0,0.13283196091651917,1.0,1.0,12.0
537,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,4.777278900146484,0.0,0.0,500.0,0.060324735939502716,1.0,0.3928353611187942,183.0
305,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,4.277743816375732,0.0,0.0,500.0,0.05714263394474983,1.0,0.897228654102943,51.0
940,data/scene_datasets/mp3d/wc2JMjhGNzB/wc2JMjhGNzB.glb,6.221646785736084,0.0,0.0,500.0,0.08987820148468018,1.0,0.3684707328319049,472.0
616,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,10.993159294128418,0.0,0.0,500.0,0.0915604680776596,1.0,0.5577036378418908,157.0
645,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,10.589740753173828,0.0,0.0,500.0,0.18518434464931488,1.0,0.5535740730074042,202.0
314,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,16.042579650878906,0.0,0.0,500.0,0.07970423996448517,1.0,0.6975671234011896,388.0
223,data/scene_datasets/mp3d/RPmz2sHmrrY/RPmz2sHmrrY.glb,11.912728309631348,0.0,0.0,500.0,0.09182459115982056,1.0,0.5488758971551768,166.0
655,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,9.347310066223145,0.0,0.0,500.0,0.07625971734523773,1.0,0.7645085728703817,108.0
985,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,7.794925689697266,0.0,0.0,500.0,0.03182241693139076,1.0,0.8953725279583472,91.0
357,data/scene_datasets/mp3d/WYY7iVyf5p8/WYY7iVyf5p8.glb,5.05130672454834,0.0,0.0,500.0,0.10475864261388779,1.0,0.6073538464723064,254.0
116,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,2.819960832595825,0.0,0.0,500.0,0.08434844762086868,1.0,1.0,22.0
833,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,6.265597820281982,0.0,0.0,500.0,0.0875827744603157,1.0,0.4496986459229439,130.0
547,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,33.92732620239258,0.0,0.0,500.0,0.13895143568515778,1.0,0.9160726609372148,193.0
342,data/scene_datasets/mp3d/WYY7iVyf5p8/WYY7iVyf5p8.glb,3.859370708465576,0.0,0.0,500.0,0.09883766621351242,1.0,0.5783799531638076,156.0
1001,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,4.627647399902344,0.0,0.0,500.0,0.10959310829639435,1.0,0.8992724770682711,60.0
974,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,7.003746509552002,0.0,0.0,500.0,0.08239170163869858,1.0,0.889753942854321,94.0
912,data/scene_datasets/mp3d/wc2JMjhGNzB/wc2JMjhGNzB.glb,15.524712562561035,0.0,0.0,500.0,0.1549614667892456,1.0,0.6982993728957485,230.0
995,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,3.439155340194702,0.0,0.0,500.0,0.027759451419115067,1.0,0.39493909565080654,142.0
770,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,17.342281341552734,0.0,0.0,500.0,0.06680725514888763,1.0,0.6905515463233892,237.0
778,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,18.337589263916016,0.0,0.0,500.0,0.17997011542320251,1.0,0.8633169528015635,199.0
903,data/scene_datasets/mp3d/wc2JMjhGNzB/wc2JMjhGNzB.glb,21.218544006347656,0.0,0.0,500.0,0.05559062585234642,1.0,0.8358271368827183,202.0
664,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,9.250995635986328,0.0,0.0,500.0,0.11653006821870804,1.0,0.7600046293867307,284.0
463,data/scene_datasets/mp3d/YVUC4YcDtcY/YVUC4YcDtcY.glb,13.843179702758789,0.0,0.0,500.0,0.18614551424980164,1.0,1.0,114.0
943,data/scene_datasets/mp3d/wc2JMjhGNzB/wc2JMjhGNzB.glb,20.56880760192871,0.0,0.0,500.0,0.1158362627029419,1.0,0.9254044650404963,130.0
1002,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,7.657135009765625,0.0,0.0,500.0,0.1347026526927948,1.0,0.6340474695143401,119.0
948,data/scene_datasets/mp3d/wc2JMjhGNzB/wc2JMjhGNzB.glb,4.865532875061035,0.0,0.0,500.0,0.1430828869342804,1.0,0.7686630680013012,93.0
443,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,7.010594844818115,0.0,0.0,500.0,0.18179145455360413,1.0,0.4921449653417694,193.0
591,data/scene_datasets/mp3d/gYvKGZ5eRqb/gYvKGZ5eRqb.glb,12.10162353515625,0.0,0.0,500.0,0.12725956737995148,1.0,0.6431839972656938,211.0
837,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,16.61935806274414,0.0,0.0,500.0,0.1081116646528244,1.0,0.9708859833711756,120.0
80,data/scene_datasets/mp3d/5ZKStnWn8Zo/5ZKStnWn8Zo.glb,6.842440605163574,0.0,0.0,500.0,0.10740334540605545,1.0,0.9686092780519865,251.0
97,data/scene_datasets/mp3d/5ZKStnWn8Zo/5ZKStnWn8Zo.glb,17.988265991210938,0.0,0.0,500.0,0.0400320440530777,1.0,0.5291475967303506,337.0
853,data/scene_datasets/mp3d/rqfALeAoiTq/rqfALeAoiTq.glb,17.95038604736328,0.0,0.0,500.0,0.05062955990433693,1.0,1.0,119.0
295,data/scene_datasets/mp3d/Vt2qJdWjCF2/Vt2qJdWjCF2.glb,26.969717025756836,0.0,0.0,500.0,0.1832079440355301,1.0,0.8551926236882434,244.0
708,data/scene_datasets/mp3d/jtcxE69GiFV/jtcxE69GiFV.glb,4.390415668487549,0.0,0.0,500.0,0.10356252640485764,1.0,0.1175926132665787,477.0
396,data/scene_datasets/mp3d/YFuZgdQ5vWj/YFuZgdQ5vWj.glb,8.465421676635742,0.0,0.0,500.0,0.17287234961986542,1.0,0.7140957895534924,113.0
160,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,2.1759822368621826,0.0,0.0,500.0,0.12920531630516052,1.0,0.6881441322606646,222.0
765,data/scene_datasets/mp3d/pa4otMbVnkk/pa4otMbVnkk.glb,22.164772033691406,0.0,0.0,500.0,0.08178489655256271,1.0,0.5203266146377911,496.0
988,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,8.360461235046387,0.0,0.0,500.0,0.07972502708435059,1.0,1.0,62.0
1003,data/scene_datasets/mp3d/yqstnuAEVhm/yqstnuAEVhm.glb,8.3743314743042,0.0,0.0,500.0,0.07614603638648987,1.0,0.46568271664971234,171.0
141,data/scene_datasets/mp3d/ARNzJeq3xxb/ARNzJeq3xxb.glb,10.50847053527832,0.0,0.0,500.0,0.08273937553167343,1.0,0.7982818052752184,182.0
804,data/scene_datasets/mp3d/q9vSo1VnCiC/q9vSo1VnCiC.glb,1.6627918481826782,0.0,0.0,500.0,0.07059789448976517,1.0,0.703038865550507,215.0
625,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,6.704288482666016,0.0,0.0,500.0,0.0669485479593277,1.0,1.0,58.0
654,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,15.151285171508789,0.0,0.0,500.0,0.13657169044017792,1.0,1.0,105.0
211,data/scene_datasets/mp3d/RPmz2sHmrrY/RPmz2sHmrrY.glb,10.982579231262207,0.0,0.0,500.0,0.07903635501861572,1.0,0.5004478053438647,170.0
604,data/scene_datasets/mp3d/gYvKGZ5eRqb/gYvKGZ5eRqb.glb,4.745654106140137,0.0,0.0,500.0,0.08043544739484787,1.0,0.4765753539046893,479.0
647,data/scene_datasets/mp3d/gxdoqLR6rwA/gxdoqLR6rwA.glb,20.336315155029297,0.0,0.0,500.0,0.09190426021814346,1.0,1.0,91.0
521,data/scene_datasets/mp3d/fzynW3qQPVF/fzynW3qQPVF.glb,11.332181930541992,0.0,0.0,500.0,0.11207189410924911,1.0,0.39577966233389633,310.0
258,data/scene_datasets/mp3d/UwV83HsGsw3/UwV83HsGsw3.glb,14.165847778320312,0.0,0.0,500.0,0.12237837165594101,1.0,0.6276378104403502,155.0
